router_id,hour,timestamp_idx,health_now,speed_now,latency_now,packet_loss_now,disconnects_now,signal_now,devices_now,latency_delta,packet_loss_delta,disconnect_delta,speed_delta,signal_delta,devices_delta,health_delta,congestion_stress_index,rf_client_contention,instability_multiplier,throughput_deficit_ratio,latency_mean_3h,packet_loss_mean_3h,disconnects_mean_3h,speed_mean_3h,signal_mean_3h,devices_mean_3h,health_mean_3h,latency_ema_3h,packet_loss_ema_3h,health_ema_3h,latency_mean_6h,packet_loss_mean_6h,disconnects_mean_6h,speed_mean_6h,signal_mean_6h,devices_mean_6h,health_mean_6h,latency_ema_6h,packet_loss_ema_6h,health_ema_6h,latency_std_6h,packet_loss_std_6h,speed_std_6h,signal_std_6h,devices_std_6h,latency_cv_6h,latency_max_6h,latency_min_6h,packet_loss_max_6h,speed_min_6h,disconnects_max_6h,latency_slope_6h,packet_loss_slope_6h,disconnect_slope_6h,speed_slope_6h,signal_slope_6h,devices_slope_6h,health_slope_6h,latency_mean_12h,packet_loss_mean_12h,disconnects_mean_12h,speed_mean_12h,signal_mean_12h,devices_mean_12h,health_mean_12h,latency_ema_12h,packet_loss_ema_12h,health_ema_12h,latency_std_12h,packet_loss_std_12h,speed_std_12h,signal_std_12h,devices_std_12h,latency_cv_12h,latency_max_12h,latency_min_12h,packet_loss_max_12h,speed_min_12h,disconnects_max_12h,latency_slope_12h,packet_loss_slope_12h,disconnect_slope_12h,speed_slope_12h,signal_slope_12h,devices_slope_12h,health_slope_12h,latency_mean_24h,packet_loss_mean_24h,disconnects_mean_24h,speed_mean_24h,signal_mean_24h,devices_mean_24h,health_mean_24h,latency_ema_24h,packet_loss_ema_24h,health_ema_24h,latency_std_24h,packet_loss_std_24h,speed_std_24h,signal_std_24h,devices_std_24h,latency_cv_24h,latency_pct_change_6h,speed_pct_change_6h,devices_pct_change_6h,hour_of_day,day_of_week,is_weekend,device_load_ratio,future_degradation,model,firmware_version,building,room,user_type,prior_complaints_count
R-1000,2026-08-06T00:00,0,95.3,74.4,12.0,0.9,0.0,-41.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.49199999999999994,0.0,0.0,12.0,0.9,0.0,74.4,-41.0,9.0,95.3,12.0,0.9,95.3,12.0,0.9,0.0,74.4,-41.0,9.0,95.3,12.0,0.9,95.3,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.9,74.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.9,0.0,74.4,-41.0,9.0,95.3,12.0,0.9,95.3,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.9,74.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.9,0.0,74.4,-41.0,9.0,95.3,12.0,0.9,95.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0.3,0,TL-841N,v3.0,Lab-Complex,241,student,1
R-1000,2026-08-06T01:00,1,74.4,30.7,45.0,0.9,1.0,-55.0,6.0,33.0,0.0,1.0,-43.7,-14.0,-3.0,-20.89999999999999,0.9,0.44000000000000006,1.4,0.43425,28.5,0.9,0.5,52.550000000000004,-48.0,7.5,84.85,34.0,0.8999999999999999,81.36666666666667,28.5,0.9,0.5,52.550000000000004,-48.0,7.5,84.85,31.249999999999996,0.8999999999999999,83.10833333333332,16.5,0.0,21.85,7.0,1.5,0.5789471652816964,45.0,12.0,0.9,30.7,1.0,33.0,0.0,1.0,-43.7,-14.0,-3.0,-20.89999999999999,28.5,0.9,0.5,52.550000000000004,-48.0,7.5,84.85,29.875,0.8999999999999999,83.97916666666666,16.5,0.0,21.85,7.0,1.5,0.5789471652816964,45.0,12.0,0.9,30.7,1.0,33.0,0.0,1.0,-43.7,-14.0,-3.0,-20.89999999999999,28.5,0.9,0.5,52.550000000000004,-48.0,7.5,84.85,29.1875,0.9000000000000001,84.41458333333334,16.5,0.0,21.85,7.0,1.5,0.5789471652816964,275.0,-58.73655913978495,-33.33333333333333,1,3,0,0.2,0,TL-841N,v3.0,Lab-Complex,241,student,1
R-1000,2026-08-06T02:00,2,92.6,72.6,21.0,0.9,0.0,-52.0,7.0,-24.0,0.0,-1.0,41.89999999999999,3.0,1.0,18.19999999999999,0.42,0.48533333333333334,0.0,0.0,26.0,0.9,0.3333333333333333,59.23333333333333,-49.333333333333336,7.333333333333333,87.43333333333332,26.57142857142857,0.8999999999999999,87.78571428571428,26.0,0.9,0.3333333333333333,59.23333333333333,-49.333333333333336,7.333333333333333,87.43333333333332,26.642201834862384,0.9,87.37522935779816,13.92838827718412,0.0,20.189491215866624,6.018490028422596,1.247219128924647,0.535707035388991,45.0,12.0,0.9,30.7,1.0,4.5,0.0,0.0,-0.9000000000000057,-5.5,-1.0,-1.3500000000000014,26.0,0.9,0.3333333333333333,59.23333333333333,-49.333333333333336,7.333333333333333,87.43333333333332,26.41108545034642,0.9,87.34387990762124,13.92838827718412,0.0,20.189491215866624,6.018490028422596,1.247219128924647,0.535707035388991,45.0,12.0,0.9,30.7,1.0,4.5,0.0,0.0,-0.9000000000000057,-5.5,-1.0,-1.3500000000000014,26.0,0.9,0.3333333333333333,59.23333333333333,-49.333333333333336,7.333333333333333,87.43333333333332,26.227877385772125,0.9000000000000001,87.37345286292654,13.92838827718412,0.0,20.189491215866624,6.018490028422596,1.247219128924647,0.535707035388991,75.0,-2.4193548387096926,-22.22222222222222,2,3,0,0.23333333333333334,0,TL-841N,v3.0,Lab-Complex,241,student,1
R-1000,2026-08-06T03:00,3,88.2,68.0,36.0,0.8,0.0,-57.0,10.0,15.0,-0.09999999999999998,0.0,-4.599999999999994,-5.0,3.0,-4.3999999999999915,0.648,0.7599999999999999,0.0,0.0,34.0,0.8666666666666667,0.3333333333333333,57.1,-54.666666666666664,7.666666666666667,85.06666666666666,33.0,0.8428571428571427,87.48571428571428,28.5,0.875,0.25,61.425,-51.25,8.0,87.62499999999999,30.256756756756758,0.8613738738738739,87.69380630630631,12.816005617976296,0.043301270189221926,17.89195000551924,6.179603547154137,1.5811388300841898,0.4496842498643438,45.0,12.0,0.9,30.7,1.0,4.8,-0.029999999999999992,-0.1,2.269999999999998,-4.5,0.4,-0.30999999999999944,28.5,0.875,0.25,61.425,-51.25,8.0,87.62499999999999,29.43793103448276,0.8684339080459769,87.61412356321839,12.816005617976296,0.043301270189221926,17.89195000551924,6.179603547154137,1.5811388300841898,0.4496842498643438,45.0,12.0,0.9,30.7,1.0,4.8,-0.029999999999999992,-0.1,2.269999999999998,-4.5,0.4,-0.30999999999999944,28.5,0.875,0.25,61.425,-51.25,8.0,87.62499999999999,28.984402079722702,0.8717919555170421,87.60660564702485,12.816005617976296,0.043301270189221926,17.89195000551924,6.179603547154137,1.5811388300841898,0.4496842498643438,200.0,-8.602150537634417,11.11111111111111,3,3,0,0.3333333333333333,0,TL-841N,v3.0,Lab-Complex,241,student,1
R-1000,2026-08-06T04:00,4,94.7,68.3,16.0,0.4,0.0,-55.0,17.0,-20.0,-0.4,0.0,0.29999999999999716,2.0,7.0,6.5,0.16,1.2466666666666668,0.0,0.0,24.333333333333332,0.7000000000000001,0.0,69.63333333333333,-54.666666666666664,11.333333333333334,91.83333333333333,22.428571428571427,0.5857142857142856,92.54285714285714,26.0,0.78,0.2,62.8,-52.0,9.8,89.03999999999999,25.25303318228329,0.6994445256541441,90.15278468060225,12.505998560690786,0.19390719429665315,16.237610661670637,5.727128425310541,3.867815921162743,0.4809997596420458,45.0,12.0,0.9,30.7,1.0,-0.1,-0.11000000000000001,-0.1,2.509999999999998,-3.0,2.0,1.260000000000001,26.0,0.78,0.2,62.8,-52.0,9.8,89.03999999999999,25.786893199265606,0.7411620894017371,89.53933086633498,12.505998560690786,0.19390719429665315,16.237610661670637,5.727128425310541,3.867815921162743,0.4809997596420458,45.0,12.0,0.9,30.7,1.0,-0.1,-0.11000000000000001,-0.1,2.509999999999998,-3.0,2.0,1.260000000000001,26.0,0.78,0.2,62.8,-52.0,9.8,89.03999999999999,25.9374796127213,0.7610811580394812,89.2711430272353,12.505998560690786,0.19390719429665315,16.237610661670637,5.727128425310541,3.867815921162743,0.4809997596420458,33.33333333333333,-8.198924731182807,88.88888888888889,4,3,0,0.5666666666666667,0,TL-841N,v3.0,Lab-Complex,241,student,1
R-1000,2026-08-06T05:00,5,83.3,36.0,39.0,0.3,0.0,-62.0,9.0,23.0,-0.10000000000000003,0.0,-32.3,-7.0,-8.0,-11.400000000000006,0.31200000000000006,0.744,0.0,0.273,30.333333333333332,0.5000000000000001,0.0,57.43333333333334,-58.0,12.0,88.73333333333333,32.0,0.39999999999999997,87.25714285714285,28.166666666666668,0.7000000000000001,0.16666666666666666,58.333333333333336,-53.666666666666664,9.666666666666666,88.08333333333331,29.782266917588018,0.5678389398572885,87.8949874539324,12.401836781523757,0.2516611478423583,17.873785895053746,6.4204534280860734,3.5433819375782165,0.44030174124874594,45.0,12.0,0.9,30.7,1.0,1.8,-0.13142857142857142,-0.08571428571428572,-2.3942857142857155,-3.142857142857143,1.0285714285714285,-0.1,28.166666666666668,0.7000000000000001,0.16666666666666666,58.333333333333336,-53.666666666666664,9.666666666666666,88.08333333333331,28.99837329080978,0.6339364922258356,88.02284521583844,12.401836781523757,0.2516611478423583,17.873785895053746,6.4204534280860734,3.5433819375782165,0.44030174124874594,45.0,12.0,0.9,30.7,1.0,1.8,-0.13142857142857142,-0.08571428571428572,-2.3942857142857155,-3.142857142857143,1.0285714285714285,-0.1,28.166666666666668,0.7000000000000001,0.16666666666666666,58.333333333333336,-53.666666666666664,9.666666666666666,88.08333333333331,28.59215993268011,0.667376188411776,88.05763480584349,12.401836781523757,0.2516611478423583,17.873785895053746,6.4204534280860734,3.5433819375782165,0.44030174124874594,225.0,-51.61290322580645,0.0,5,3,0,0.3,0,TL-841N,v3.0,Lab-Complex,241,student,1
R-1000,2026-08-06T06:00,6,92.3,61.3,35.0,0.3,0.0,-51.0,10.0,-4.0,0.0,0.0,25.299999999999997,11.0,1.0,9.0,0.27999999999999997,0.6799999999999999,0.0,0.0,30.0,0.3333333333333333,0.0,55.199999999999996,-56.0,12.0,90.10000000000001,33.42857142857143,0.3142857142857143,90.07142857142856,32.0,0.6,0.16666666666666666,56.150000000000006,-55.333333333333336,9.833333333333334,87.58333333333333,32.27946365561044,0.46505920175644944,89.02229083352937,10.16530045465127,0.27080128015453203,16.52722501409921,3.590109871423003,3.531603350069515,0.3176655399373709,45.0,16.0,0.9,30.7,1.0,-0.45714285714285713,-0.1485714285714286,-0.14285714285714285,1.2428571428571429,-0.22857142857142856,0.9428571428571428,1.9457142857142848,29.142857142857142,0.6428571428571429,0.14285714285714285,58.75714285714286,-53.285714285714285,9.714285714285714,88.68571428571427,30.337615292876,0.5594197323402744,88.9772773413014,11.728214715299307,0.2718042512920064,16.580440899088394,6.016982768186482,3.282607226593159,0.40243860213918137,45.0,12.0,0.9,30.7,1.0,1.8571428571428572,-0.125,-0.07142857142857142,-1.1785714285714293,-1.6785714285714286,0.6785714285714286,0.38928571428571396,29.142857142857142,0.6428571428571429,0.14285714285714285,58.75714285714286,-53.285714285714285,9.714285714285714,88.68571428571427,29.75154761763097,0.6009058295835248,88.8252173156277,11.728214715299307,0.2718042512920064,16.580440899088394,6.016982768186482,3.282607226593159,0.40243860213918137,-22.22222222222222,99.6742671009772,66.66666666666666,6,3,0,0.3333333333333333,0,TL-841N,v3.0,Lab-Complex,241,student,1
R-1000,2026-08-06T07:00,7,84.8,60.3,35.0,0.7,1.0,-59.0,2.0,0.0,0.39999999999999997,1.0,-1.0,-8.0,-8.0,-7.5,0.5599999999999999,0.15733333333333333,1.2,0.0,36.333333333333336,0.4333333333333333,0.3333333333333333,52.53333333333333,-57.333333333333336,7.0,86.8,35.57142857142857,0.5285714285714285,86.72857142857143,30.333333333333332,0.5666666666666665,0.16666666666666666,61.083333333333336,-56.0,9.166666666666666,89.31666666666666,32.619187642123414,0.5234337018740688,88.27099702030894,8.595864638818417,0.24267032964268398,11.988802646173172,3.8297084310253524,4.4503433076062295,0.2833800595060821,39.0,16.0,0.9,36.0,1.0,2.5714285714285716,-0.0742857142857143,0.14285714285714285,-3.2542857142857144,-0.6857142857142857,-0.9428571428571428,-1.0885714285714287,29.875,0.65,0.25,58.949999999999996,-54.0,8.75,88.2,31.310583119422414,0.5887566674222723,88.10554394499083,11.140438725651697,0.25495097567963926,15.517973450164169,5.937171043518958,3.992179855667828,0.3729015898455497,45.0,12.0,0.9,30.7,1.0,1.7261904761904763,-0.07857142857142858,0.023809523809523808,-0.6571428571428579,-1.5952380952380953,-0.19047619047619047,-0.0642857142857147,29.875,0.65,0.25,58.949999999999996,-54.0,8.75,88.2,30.61410404683324,0.6171914520036361,88.16369334216188,11.140438725651697,0.25495097567963926,15.517973450164169,5.937171043518958,3.992179855667828,0.3729015898455497,66.66666666666666,-16.942148760330575,-71.42857142857143,7,3,0,0.06666666666666667,0,TL-841N,v3.0,Lab-Complex,241,student,1
R-1000,2026-08-06T08:00,8,89.5,73.2,26.0,0.2,1.0,-59.0,3.0,-9.0,-0.49999999999999994,0.0,12.900000000000006,0.0,1.0,4.700000000000003,0.15600000000000003,0.236,0.7,0.0,32.0,0.39999999999999997,0.6666666666666666,64.93333333333334,-56.333333333333336,5.0,88.86666666666667,29.857142857142854,0.3571428571428571,88.55714285714285,31.166666666666668,0.45,0.3333333333333333,61.18333333333334,-57.166666666666664,8.5,88.8,30.946777228887317,0.4003940249353093,88.48649337410804,7.8616509433805035,0.2217355782608345,12.086551295643527,3.4840908267278117,4.9916597106239795,0.2522454038799935,39.0,16.0,0.8,36.0,1.0,0.08571428571428562,-0.06000000000000002,0.22857142857142856,0.7800000000000004,-0.3142857142857143,-2.257142857142857,-0.4057142857142866,29.444444444444443,0.6000000000000001,0.3333333333333333,60.53333333333333,-54.55555555555556,8.11111111111111,88.34444444444445,30.25996075895326,0.5118467616001536,88.3814169855099,10.573668669662506,0.27888667551135854,15.30054465261504,5.813989089756057,4.175176495123541,0.3591056064432377,45.0,12.0,0.9,30.7,1.0,0.95,-0.085,0.06666666666666667,0.4899999999999999,-1.45,-0.5166666666666667,0.04166666666666643,29.444444444444443,0.6000000000000001,0.3333333333333333,60.53333333333333,-54.55555555555556,8.11111111111111,88.34444444444445,29.91478365216677,0.5539613020318562,88.3662259443463,10.573668669662506,0.27888667551135854,15.30054465261504,5.813989089756057,4.175176495123541,0.3591056064432377,-27.77777777777778,7.647058823529417,-70.0,8,3,0,0.1,0,TL-841N,v3.0,Lab-Complex,241,student,1
R-1000,2026-08-06T09:00,9,89.1,57.8,32.0,0.7,1.0,-43.0,15.0,6.0,0.49999999999999994,0.0,-15.400000000000006,16.0,12.0,-0.4000000000000057,0.512,0.86,1.2,0.0,31.0,0.5333333333333333,1.0,63.76666666666667,-53.666666666666664,6.666666666666667,87.8,30.71428571428571,0.5571428571428572,88.6,30.5,0.4333333333333333,0.5,59.48333333333333,-54.833333333333336,9.333333333333334,88.95,31.07266917588018,0.48162001097780904,88.7011624715753,7.58836829188814,0.19720265943665385,11.719985305261927,6.335525936249404,5.557777333511022,0.2487988788163722,39.0,16.0,0.7,36.0,1.0,1.1714285714285715,0.04571428571428571,0.2571428571428571,1.6600000000000004,1.7428571428571429,-1.0285714285714285,-0.4828571428571438,29.7,0.6100000000000001,0.4,60.25999999999999,-53.4,8.8,88.42,30.58969751887511,0.5475017271522221,88.51758818748249,10.060318086422516,0.266270539113887,14.538514367018385,6.514598989960932,4.467661580737736,0.3387311346502077,45.0,12.0,0.9,30.7,1.0,0.8303030303030303,-0.056363636363636366,0.08484848484848485,0.20727272727272694,-0.42424242424242425,0.0,0.07151515151515107,29.7,0.6100000000000001,0.4,60.25999999999999,-53.4,8.8,88.42,30.209716294670873,0.5746169904185123,88.47001082089388,10.060318086422516,0.266270539113887,14.538514367018385,6.514598989960932,4.467661580737736,0.3387311346502077,100.0,-15.373352855051245,-11.76470588235294,9,3,0,0.5,0,TL-841N,v3.0,Lab-Complex,241,student,1
